Query,Output
Search for work items similar to 'TKT-987' and create actionable tasks from the summary.,"[
   {
      ""tool_name"": ""get_similar_work_item"",
      ""arguments"": [
         {
            ""argument_name"": ""work_id"",
            ""argument_value"": ""TKT-987""
         }
      ]
   },
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Get the ID of the current sprint and add all P1 issues owned by me to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[1]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[2]""
         }
      ]
   }
]"
Summarize objects after prioritizing a list of tasks and issues.,"[
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": [""task1"", ""issue2"", ""task3""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Search for work items related to 'user123' and list all tasks with a 'Rev' organization.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""user123""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""ticket.rev_org"",
            ""argument_value"": [""Rev""]
         }
      ]
   }
]"
Create actionable tasks from the text of the meeting transcript 'MeetingTranscript1' and add them to the current sprint.,"[
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""MeetingTranscript1""
         }
      ]
   },
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all work items in the 'testing' stage owned by 'QA-Team'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""stage.name"",
            ""argument_value"": ""testing""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""QA-Team""
         }
      ]
   }
]"
Get the ID of the current sprint and prioritize P2 issues owned by me.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Summarize objects after searching for 'Part123' and listing all tasks associated with it.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Part123""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all work items with severity 'medium' and source channel 'email'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""medium""
         },
         {
            ""argument_name"": ""ticket.source_channel"",
            ""argument_value"": [""email""]
         }
      ]
   }
]"
Search for work items related to 'User-789' and list all issues with severity 'blocker',"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""User-789""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": [""blocker""]
         }
      ]
   }
]"
List all tasks owned by 'DEVU-789' and add them to the current sprint.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""DEVU-789""
         }
      ]
   },
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for 'PartXYZ' and summarize the associated work items.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""PartXYZ""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
"Get similar work items to 'FEAT-789', create tasks from the summary, and prioritize them","[
   {
      ""tool_name"": ""get_similar_work_item"",
      ""arguments"": [
         {
            ""argument_name"": ""work_id"",
            ""argument_value"": ""FEAT-789""
         }
      ]
   },
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all tasks with priority 'high' and source channel 'web'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": [""high""]
         },
         {
            ""argument_name"": ""ticket.source_channel"",
            ""argument_value"": [""web""]
         }
      ]
   }
]"
Summarize all objects after searching for 'CustomerABC' and listing tasks associated with it.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""CustomerABC""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all work items in the 'approval' stage owned by 'Manager-123'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""stage.name"",
            ""argument_value"": ""approval""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""Manager-123""
         }
      ]
   }
]"
Get the ID of the current sprint and add all tasks owned by me to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[1]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[2]""
         }
      ]
   }
]"
Search for work items related to 'TeamXYZ' and list all tasks and issues owned by user 'User-789',"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""TeamXYZ""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-789""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task"", ""issue""]
         }
      ]
   }
]"
Summarize objects after finding work items similar to 'PROD-987' and prioritize them.,"[
   {
      ""tool_name"": ""get_similar_work_item"",
      ""arguments"": [
         {
            ""argument_name"": ""work_id"",
            ""argument_value"": ""PROD-987""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": [""task1"", ""issue2"", ""task3""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
